candidate_pid,kocc10,hub_reference
P_583615,4,0.883378
P_583700,17,0.888304
P_583810,8,0.888148
P_583847,11,0.838964
P_583959,14,0.886372
P_584013,12,0.846532
P_584073,9,0.870373
P_584309,9,0.856777
P_584379,10,0.861451
P_584390,10,0.840748
P_58442,7,0.854540
P_584655,20,0.858206
P_584657,6,0.874176
P_584719,6,0.833995
P_584830,9,0.882687
P_584901,6,0.874992
P_58494,12,0.839902
P_585050,9,0.865731
P_585111,8,0.848660
P_585169,5,0.872745
P_585266,10,0.892739
P_585340,4,0.872284
P_585359,8,0.868023
P_585381,5,0.857672
P_585388,5,0.880483
P_585411,19,0.850259
P_585412,2,0.838833
P_585453,7,0.862391
P_585661,11,0.857759
P_585901,10,0.876802
P_585903,10,0.853875
P_585904,8,0.866077
P_585906,15,0.875073
P_585940,10,0.845248
P_585955,16,0.866497
P_586077,10,0.828277
P_586260,8,0.844553
P_586262,10,0.827383
P_586271,1,0.874790
P_586274,0,0.869154
P_586320,15,0.835257
P_586351,7,0.858783
P_586399,5,0.872665
P_586405,2,0.875292
P_586429,11,0.861406
P_586430,8,0.859816
P_586442,12,0.859743
P_586476,6,0.876593
P_586480,6,0.887273
P_586498,11,0.836117
P_586532,10,0.856644
P_586567,14,0.885731
P_586568,10,0.861071
P_586570,8,0.878255
P_586704,7,0.856344
P_586738,13,0.865199
P_586782,8,0.863604
P_586802,5,0.855896
P_586855,12,0.860980
P_586856,13,0.887515
P_586917,13,0.869727
P_586962,5,0.866266
P_587006,1,0.896635
P_587052,7,0.902880
P_587099,16,0.862257
P_587305,14,0.833506
P_587352,15,0.856401
P_587585,20,0.860149
P_587747,3,0.868183
P_587780,4,0.851588
P_587796,6,0.864962
P_58781,7,0.870197
P_58783,9,0.879474
P_587970,8,0.873113
P_587973,9,0.898177
P_588061,6,0.886482
P_588077,8,0.866588
P_588151,4,0.881145
P_588153,5,0.883635
P_588154,9,0.817888
P_588199,14,0.866858
P_588213,5,0.896100
P_5884,4,0.887101
P_588422,6,0.901231
P_588447,5,0.857297
P_588455,10,0.881187
P_5886,16,0.895451
P_588614,15,0.843404
P_588667,18,0.850203
P_588670,7,0.855562
P_588849,7,0.864161
P_58894,3,0.884008
P_588999,11,0.852398
P_58900,14,0.887946
P_589133,7,0.871609
P_589135,16,0.866662
P_589137,5,0.833314
P_589179,5,0.882054
P_58920,12,0.906127
P_589341,6,0.870898
P_58937,13,0.892479
P_589525,3,0.878292
P_589669,11,0.881892
P_589687,5,0.863761
P_589691,9,0.836119
P_589725,6,0.889810
P_589838,9,0.872613
P_589939,10,0.872471
P_590059,13,0.892532
P_590082,13,0.839086
P_590114,14,0.838614
P_590300,10,0.870152
P_590311,23,0.872424
P_590319,5,0.858257
P_590320,8,0.889698
P_590322,7,0.870684
P_590323,13,0.833107
P_590349,8,0.854502
P_590385,21,0.847361
P_590388,13,0.859399
P_590403,9,0.859243
P_590424,9,0.875916
P_590426,9,0.860736
P_590429,14,0.846897
P_590541,11,0.864430
P_590605,7,0.864787
P_590608,4,0.872337
P_590617,14,0.870248
P_590640,12,0.877137
P_590773,13,0.837834
P_590799,6,0.879165
P_590800,14,0.885614
P_59082,3,0.874702
P_59099,7,0.853175
P_59102,12,0.838672
P_59103,8,0.864434
P_59113,1,0.899141
P_591160,12,0.883932
P_591181,9,0.890034
P_591183,13,0.865852
P_591184,7,0.887001
P_5912,11,0.872541
P_591343,12,0.872749
P_591373,6,0.871101
P_591381,11,0.856519
P_591385,8,0.853853
P_591387,16,0.832161
P_591388,9,0.894317
P_59149,4,0.829401
P_59152,3,0.839576
P_591547,3,0.874303
P_591673,0,0.883942
P_59169,5,0.886943
P_5917,2,0.875766
P_5918,16,0.872577
P_591958,5,0.865901
P_592007,7,0.838900
P_592017,4,0.892752
P_59203,18,0.827737
P_59204,8,0.826189
P_592111,5,0.806049
P_592261,13,0.846839
P_592262,10,0.833999
P_592305,9,0.823255
P_592511,3,0.863979
P_592539,6,0.813397
P_592543,9,0.810378
P_592547,11,0.854259
P_592553,8,0.827480
P_592560,11,0.824259
P_592561,9,0.824898
P_592566,5,0.835727
P_592587,8,0.820545
P_592653,12,0.864045
P_592661,10,0.879449
P_592663,15,0.847186
P_592664,7,0.850668
P_592808,5,0.894680
P_592818,6,0.844241
P_592823,5,0.883966
P_592898,7,0.863407
P_592961,7,0.849995
P_592963,9,0.853090
P_592970,6,0.858708
P_592982,11,0.848401
P_592989,3,0.857304
P_5930,4,0.876888
P_593005,2,0.842274
P_593008,15,0.860636
P_593063,4,0.847706
P_593068,10,0.863719
P_593081,14,0.837562
P_593119,10,0.866763
P_593148,16,0.820408
P_593151,11,0.825686
P_593155,17,0.858501
P_593181,5,0.870655
P_593182,7,0.875786
P_593183,3,0.857565
P_59319,2,0.887577
P_593200,5,0.870444
P_593296,11,0.842936
P_593304,6,0.879010
P_593428,11,0.875972
P_593495,2,0.844879
P_593529,10,0.841299
P_593532,6,0.852565
P_593575,8,0.853430
P_59362,11,0.903573
P_593629,12,0.868907
P_593638,24,0.831818
P_593685,13,0.881190
P_593711,3,0.852245
P_593771,3,0.815476
P_5938,14,0.879548
P_593821,6,0.856319
P_593863,13,0.811214
P_593874,5,0.866285
P_593930,13,0.872039
P_593981,12,0.881429
P_594,11,0.877027
P_594103,10,0.843007
P_594119,11,0.848123
P_594137,7,0.873089
P_594168,4,0.857640
P_594174,3,0.852234
P_594202,9,0.834662
P_594204,13,0.888337
P_594205,9,0.849013
P_594215,7,0.864092
P_594234,11,0.867141
P_594237,5,0.850507
P_594335,8,0.851020
P_594347,5,0.884269
P_594348,10,0.888463
P_594414,14,0.882670
P_59457,12,0.857987
P_59461,8,0.876940
P_594632,5,0.842847
P_594655,8,0.829338
P_594694,11,0.852910
P_594745,15,0.850119
P_59480,11,0.901388
P_594961,9,0.872897
P_595,15,0.870726
P_595067,7,0.881248
P_595070,5,0.896734
P_595165,6,0.854994
P_595198,4,0.866454
P_5952,1,0.884034
P_59530,5,0.858596
P_595346,5,0.819833
P_595412,3,0.875900
P_595434,6,0.854101
P_595441,11,0.856362
P_595445,14,0.856464
P_595448,14,0.868979
P_595450,12,0.814335
P_595451,19,0.818558
P_595499,13,0.893461
P_595513,8,0.848459
P_59552,4,0.886332
P_595535,6,0.849304
P_595707,4,0.870470
P_595786,10,0.890540
P_595849,14,0.828797
P_5959,7,0.877794
P_595924,6,0.890994
P_595925,4,0.887483
P_595945,4,0.863321
P_596039,5,0.817996
P_596242,10,0.865068
P_596326,9,0.869493
P_596355,5,0.875172
P_596477,9,0.894978
P_5965,8,0.902246
P_596572,13,0.881333
P_5966,7,0.893828
P_59672,4,0.879287
P_596728,26,0.877383
P_596747,4,0.875463
P_596762,12,0.874647
P_59683,6,0.895903
P_596870,17,0.871996
P_596919,12,0.885650
P_59778,10,0.868415
P_597838,17,0.857034
P_597883,6,0.893900
P_597986,4,0.865862
P_597992,11,0.848370
P_598056,6,0.887044
P_598499,8,0.885573
P_59851,10,0.870303
P_598587,2,0.873427
P_59869,6,0.872069
P_598864,8,0.883254
P_598939,10,0.885913
P_59894,13,0.883535
P_599152,4,0.844794
P_599287,8,0.878716
P_599291,2,0.875086
P_59937,3,0.878084
P_599382,6,0.885915
P_599401,8,0.885846
P_599444,17,0.885575
P_599729,15,0.860524
P_600432,7,0.840316
P_600433,4,0.841665
P_600503,11,0.883939
P_600532,9,0.874680
P_600535,8,0.881275
P_600568,6,0.887107
P_600738,8,0.893650
P_600748,2,0.899976
P_600841,11,0.875862
P_600924,4,0.877776
P_60106,5,0.885348
P_601086,4,0.865768
P_601096,3,0.906756
P_601173,4,0.862146
P_60166,3,0.891702
P_601692,12,0.806058
P_601702,12,0.866360
P_601705,15,0.883260
P_601718,10,0.874467
P_601760,8,0.890037
P_601794,8,0.897089
P_602001,17,0.838424
P_602051,6,0.873797
P_602054,9,0.861402
P_60208,3,0.868549
P_60216,7,0.888713
P_60217,8,0.881591
P_602211,4,0.852191
P_602355,11,0.893983
P_602469,7,0.856080
P_602728,2,0.898882
P_602882,4,0.886796
P_60290,10,0.885943
P_60324,13,0.866775
P_60325,1,0.830216
P_603252,4,0.880085
P_603269,6,0.874928
P_603294,4,0.866717
P_603357,4,0.860689
P_603627,12,0.780945
P_603653,4,0.874382
P_60386,3,0.896178
P_603876,8,0.872900
P_60398,2,0.840199
P_604015,11,0.822833
P_604504,2,0.794636
P_604547,14,0.854575
P_604562,7,0.890149
P_604582,9,0.796416
P_60463,15,0.863674
P_604838,6,0.868498
P_604921,1,0.884471
P_604926,6,0.904086
P_604962,9,0.895041
P_60498,1,0.892198
P_605011,10,0.831876
P_605065,21,0.837590
P_605069,11,0.871271
P_605086,2,0.879533
P_605318,12,0.844374
P_605327,0,0.887536
P_605371,12,0.857622
P_605642,0,0.882978
P_605775,8,0.889133
P_605802,13,0.890915
P_605970,6,0.894462
P_606043,5,0.801486
P_606047,9,0.826380
P_60605,6,0.886282
P_606060,10,0.892528
P_60612,4,0.891202
P_60623,4,0.893368
P_606285,9,0.880269
P_606830,11,0.859094
P_606887,3,0.890508
P_606911,2,0.819919
P_606994,11,0.892812
P_607048,3,0.864176
P_60714,12,0.859459
P_607353,15,0.849066
P_607441,1,0.871770
P_60753,13,0.870751
P_60764,7,0.885656
P_607658,14,0.843732
P_607667,9,0.827141
P_607843,11,0.841015
P_608068,6,0.898580
P_608104,7,0.897867
P_608287,5,0.883183
P_608292,3,0.881361
P_608405,2,0.863748
P_608422,20,0.853497
P_608546,7,0.865379
P_608557,7,0.889913
P_608628,9,0.878752
P_60871,6,0.841678
P_60875,8,0.879190
P_608786,13,0.852964
P_608852,6,0.851074
P_608886,5,0.882866
P_60891,9,0.849571
P_609019,17,0.856056
P_609023,10,0.808975
P_609024,13,0.862290
P_609090,9,0.871396
P_60910,7,0.849559
P_60914,7,0.883579
P_609289,15,0.791691
P_609362,1,0.847807
P_609600,8,0.820686
P_609804,3,0.849764
P_609858,11,0.826387
P_609991,7,0.895290
P_610110,5,0.897923
P_610231,4,0.897989
P_610361,8,0.888855
P_610419,13,0.880377
P_610426,8,0.867502
P_610469,14,0.881750
P_610482,11,0.876350
P_610655,8,0.874396
P_610672,15,0.857712
P_610718,8,0.895437
P_610800,7,0.856478
P_611088,8,0.873176
P_611093,8,0.855260
P_611159,10,0.846979
P_611163,11,0.867820
P_611192,12,0.882164
P_611230,16,0.877626
P_611236,12,0.869957
P_611237,18,0.850853
P_611241,14,0.865465
P_611259,14,0.866107
P_611400,11,0.843655
P_611403,14,0.891479
P_611431,8,0.871252
P_611432,4,0.878790
P_61153,11,0.888305
P_611626,5,0.879660
P_611661,9,0.882398
P_611683,8,0.883448
P_61169,7,0.893257
P_611808,1,0.874034
P_61185,6,0.848121
P_61190,13,0.841097
P_611966,16,0.864373
P_61199,4,0.855692
P_61209,12,0.871295
P_61214,16,0.819363
P_61217,12,0.853889
P_61219,5,0.835426
P_61220,12,0.888708
P_612236,4,0.861385
P_612266,3,0.881935
P_612433,7,0.883893
P_61273,4,0.879700
P_61274,7,0.838873
P_61293,3,0.865434
P_61294,7,0.861685
P_613002,10,0.874158
P_613006,3,0.867746
P_61302,7,0.831260
P_613023,13,0.884142
P_613025,5,0.891106
P_61307,11,0.835723
P_61308,3,0.884753
P_613137,8,0.858975
P_613317,8,0.890701
P_613429,2,0.898362
P_613431,6,0.894451
P_61348,6,0.868477
P_613488,10,0.860344
P_61352,8,0.858541
P_61353,12,0.886318
P_613548,5,0.867800
P_61356,4,0.865260
P_61358,9,0.866767
P_61359,18,0.845433
P_61362,9,0.850851
P_613629,9,0.876567
P_613638,8,0.878270
P_613777,9,0.854733
P_614099,13,0.861728
P_614159,6,0.864459
P_614305,0,0.876912
P_614322,10,0.805886
P_614372,4,0.888775
P_61448,14,0.898132
P_61456,14,0.881117
P_614929,4,0.887678
P_614954,1,0.876265
P_615033,9,0.822342
P_61539,15,0.861174
P_615422,2,0.887500
P_61574,10,0.862103
P_6158,13,0.872552
P_615821,8,0.857918
P_616093,4,0.894374
P_616109,7,0.876712
P_6163,13,0.857797
P_61634,11,0.898717
P_616776,13,0.835617
P_616814,11,0.868363
P_616827,3,0.879463
P_616909,13,0.884876
P_617114,14,0.850799
P_617118,14,0.847536
P_617129,5,0.820941
P_61714,2,0.881177
P_617170,11,0.858336
P_617270,12,0.838897
P_617761,10,0.885562
P_617779,8,0.876669
P_617970,4,0.858607
P_618342,2,0.876928
P_618370,7,0.859748
P_618567,10,0.895459
P_618654,9,0.875725
P_618688,5,0.877137
P_618893,15,0.863999
P_619014,8,0.807204
P_619019,11,0.835363
P_61923,5,0.891071
P_619233,1,0.879348
P_61924,8,0.870623
P_61927,8,0.884364
P_61929,7,0.886228
P_619320,3,0.845859
P_61933,14,0.864949
P_61934,15,0.842500
P_619342,9,0.795810
P_61935,16,0.845164
P_61936,10,0.851518
P_61939,3,0.876937
P_619468,7,0.875415
P_619514,9,0.853382
P_619653,2,0.876770
P_619665,12,0.830662
P_619669,11,0.749842
P_619675,8,0.838176
P_619692,8,0.864666
P_619709,7,0.860149
P_619732,3,0.887620
P_619766,7,0.897820
P_619771,4,0.887942
P_620012,8,0.889482
P_62003,15,0.867036
P_62005,6,0.866697
P_620062,5,0.893725
P_620189,9,0.874583
P_620307,5,0.853769
P_620342,6,0.866489
P_620345,2,0.868125
P_620394,5,0.855769
P_620490,3,0.880380
P_620576,5,0.893064
P_620591,9,0.860276
P_620599,8,0.839815
P_620600,7,0.884223
P_620690,3,0.898045
P_62084,8,0.895476
P_620918,10,0.872829
P_620953,5,0.885393
P_620990,16,0.884022
P_621109,9,0.863409
P_621125,3,0.876369
P_621165,5,0.889328
P_621326,6,0.888057
P_62137,8,0.874458
P_621502,13,0.871596
P_6216,6,0.881610
P_6217,11,0.835155
P_62179,14,0.880420
P_621916,4,0.880127
P_62192,1,0.888883
P_621983,3,0.870091
P_621985,2,0.864691
P_622106,4,0.872083
P_622129,11,0.855413
P_622150,4,0.891204
P_622157,4,0.850152
P_622223,7,0.827622
P_622282,3,0.884841
P_62250,5,0.872066
P_62254,11,0.881228
P_622828,16,0.882985
P_623,8,0.869522
P_62300,7,0.902616
P_623097,14,0.871276
P_623120,17,0.858689
P_62322,3,0.877428
P_623290,7,0.899021
P_623511,12,0.862758
P_623542,0,0.878029
P_623580,10,0.886716
P_62369,10,0.899200
P_623744,7,0.868823
P_62390,3,0.900614
P_62391,2,0.883558
P_624,7,0.869399
P_624138,11,0.861020
P_624158,8,0.866298
P_62429,4,0.875496
P_62435,18,0.886612
P_624351,6,0.864958
P_62439,13,0.872492
P_624392,9,0.845769
P_62440,6,0.842029
P_62443,10,0.854924
P_624451,9,0.885650
P_624463,5,0.880356
P_624481,5,0.871331
P_624586,2,0.872149
P_624675,7,0.864539
P_624693,5,0.868507
P_62475,6,0.891571
P_62476,2,0.838284
P_624778,8,0.887172
P_624804,8,0.883954
P_624864,12,0.892879
P_624865,8,0.877747
P_6249,9,0.889267
P_624905,8,0.882102
P_624910,11,0.876752
P_624920,8,0.872365
P_625,5,0.858455
P_625034,7,0.890627
P_6252,14,0.889421
P_625224,12,0.863728
P_625275,2,0.892254
P_625745,12,0.901215
P_62587,15,0.872372
P_625876,5,0.846624
P_626,9,0.880877
P_6260,11,0.893941
P_626161,10,0.873755
P_626254,7,0.861835
P_626351,7,0.835356
P_626488,10,0.857022
P_626552,2,0.879854
P_626563,6,0.834846
P_626567,8,0.816603
P_626568,5,0.871142
P_626581,9,0.871592
P_626594,11,0.830782
P_626595,7,0.873788
P_62680,3,0.893055
P_626885,5,0.867586
P_62697,11,0.850264
P_627,5,0.871026
P_627286,11,0.853398
P_627433,6,0.864704
P_62782,12,0.841931
P_627849,8,0.855397
P_627850,5,0.847298
P_62787,10,0.875726
P_62788,1,0.839909
P_627890,4,0.860424
P_62790,14,0.826677
P_62792,5,0.867938
P_627922,10,0.878213
P_628,7,0.863402
P_628318,3,0.851070
P_628335,1,0.839772
P_628472,10,0.887228
P_628593,3,0.850680
P_628705,8,0.878638
P_628715,9,0.871266
P_628872,12,0.852427
P_629007,5,0.866348
P_629142,15,0.808915
P_6292,5,0.886799
P_629323,11,0.899607
P_629334,8,0.891713
P_6294,7,0.882851
P_629583,5,0.821767
P_62987,11,0.891761
P_62994,11,0.905368
P_630314,21,0.839537
P_630321,12,0.828303
P_630461,21,0.874234
P_630534,6,0.860881
P_630603,13,0.828899
P_630778,12,0.865789
P_630779,5,0.877493
P_630934,6,0.869336
P_63096,4,0.891419
P_63103,21,0.867070
P_63104,9,0.873427
P_63105,5,0.878507
P_63108,3,0.896663
P_631442,5,0.864643
P_631476,10,0.849775
P_631477,18,0.860214
P_631506,4,0.888851
P_631781,7,0.887089
P_631815,6,0.876694
P_631817,7,0.862119
P_631891,3,0.885076
P_631988,10,0.860549
P_632161,8,0.848214
P_632372,7,0.851801
P_632598,3,0.876186
P_63295,8,0.897138
P_63299,8,0.884533
P_632993,4,0.889027
P_633216,11,0.876392
P_63336,14,0.873298
P_633412,10,0.865728
P_633600,16,0.851653
P_633635,6,0.871207
P_633883,1,0.890811
P_633909,4,0.858848
P_634041,9,0.825676
P_634242,3,0.878739
P_634267,2,0.883577
P_634423,5,0.882092
P_63445,6,0.883014
P_634788,7,0.852452
P_634835,10,0.859944
P_634938,7,0.858703
P_634945,13,0.828148
P_635255,7,0.830183
P_63538,18,0.848520
P_63543,9,0.866628
P_635449,2,0.888626
P_635626,17,0.874191
P_635823,5,0.877536
P_6359,13,0.897598
P_635926,11,0.843226
P_63598,7,0.902376
P_63599,10,0.855280
P_63600,9,0.876085
P_63601,11,0.881383
P_63605,6,0.887700
P_63611,10,0.877937
P_63613,4,0.883771
P_636287,8,0.882477
P_6363,11,0.874880
P_636442,8,0.889539
P_636555,5,0.897213
P_636568,6,0.824684
P_636735,2,0.854607
P_636764,5,0.873664
P_63684,4,0.849399
P_636934,11,0.890570
P_637074,9,0.842977
P_637222,9,0.855333
P_637338,0,0.891410
P_637396,10,0.866418
P_637444,4,0.871644
P_6375,9,0.897164
P_637524,8,0.897252
P_637615,4,0.870820
P_637734,14,0.892425
P_637863,10,0.858525
P_63796,9,0.844970
P_638420,13,0.847258
P_638422,1,0.882856
P_638423,6,0.888074
P_638424,9,0.891049
P_638425,16,0.852396
P_638426,7,0.859525
P_638427,10,0.865972
P_638428,5,0.870540
P_638442,6,0.843807
P_63854,4,0.851750
P_638547,7,0.840685
P_63855,5,0.821288
P_638569,12,0.845658
P_638592,5,0.851613
P_638618,9,0.863289
P_638634,9,0.877288
P_6387,13,0.854062
P_63878,8,0.888169
P_63885,7,0.866067
P_63888,8,0.865720
P_63890,1,0.889236
P_639257,10,0.861918
P_639347,8,0.876149
P_639416,14,0.883581
P_639519,7,0.867967
P_63992,7,0.871651
P_63993,6,0.863464
P_640011,3,0.868574
P_640145,7,0.888082
P_6403,12,0.898355
P_640337,1,0.875960
P_640346,4,0.855515
P_640347,11,0.783514
P_640396,10,0.845928
P_6404,9,0.893012
P_640414,13,0.858864
P_640415,4,0.875685
P_640461,8,0.773444
P_640471,5,0.838129
P_640486,17,0.809104
P_640491,8,0.813378
P_640495,19,0.804434
P_640498,10,0.805612
P_640544,10,0.873237
P_640612,7,0.783627
P_640728,11,0.888044
P_640788,6,0.900528
P_640896,3,0.852940
P_640897,3,0.813898
P_640898,9,0.816087
P_640972,6,0.879359
P_641150,15,0.841797
P_641155,16,0.872716
P_641156,14,0.841797
P_641309,14,0.865596
P_641316,6,0.879517
P_641390,13,0.878049
P_641400,5,0.877581
P_641449,7,0.890646
P_641579,10,0.864773
P_641597,6,0.843931
P_641603,17,0.836055
P_641614,12,0.885810
P_641646,9,0.887673
P_6417,16,0.890599
P_641716,9,0.850175
P_641817,10,0.866637
P_641827,8,0.864293
P_641949,7,0.875086
P_642,7,0.899033
P_642219,8,0.865388
P_642246,14,0.858927
P_642417,12,0.839811
P_642493,7,0.859838
P_642551,9,0.863030
P_642667,16,0.842183
P_642713,4,0.880336
P_642777,19,0.858785
P_64284,16,0.900690
P_642871,6,0.875407
P_64295,4,0.851958
P_643097,5,0.849767
P_643259,10,0.864101
P_643294,12,0.868628
P_64337,9,0.877297
P_64338,7,0.868596
P_6435,2,0.881367
P_643679,19,0.881381
P_6437,6,0.886184
P_64371,9,0.884588
P_64375,11,0.870932
P_64376,13,0.890077
P_64377,7,0.861428
P_64378,20,0.857245
P_64379,11,0.871168
P_6439,2,0.877880
P_64390,13,0.881647
P_64394,17,0.871096
P_64395,15,0.850401
P_643954,9,0.896643
P_64398,4,0.883208
P_64402,10,0.874968
P_644146,8,0.836797
P_644348,1,0.887066
P_644428,12,0.841780
P_64445,12,0.851809
P_644518,7,0.895645
P_644558,6,0.866662
P_64458,13,0.838392
P_64462,6,0.898012
P_64463,5,0.858458
P_64467,11,0.886547
P_644717,7,0.883084
P_644799,7,0.874590
P_64487,14,0.858570
P_644878,6,0.835464
P_645025,7,0.869309
P_645050,5,0.884211
P_64516,8,0.857899
P_64517,22,0.825187
P_64520,9,0.888085
P_645251,22,0.836572
P_645426,20,0.854723
P_645430,4,0.821233
P_645437,5,0.852833
P_645442,9,0.880947
P_645642,4,0.889998
P_645660,13,0.882748
P_645662,6,0.835242
P_645663,4,0.847705
P_645664,9,0.869851
P_645668,7,0.807951
P_645669,4,0.855572
P_645744,4,0.850121
P_64577,13,0.848820
P_64594,24,0.865942
P_645956,8,0.881513
P_64596,4,0.837818
P_64597,12,0.868482
P_645987,7,0.880466
P_64600,22,0.839628
P_646060,1,0.886712
P_646112,2,0.874153
P_64627,6,0.833873
P_64630,10,0.856445
P_64631,13,0.865938
P_64634,8,0.852014
P_646354,12,0.865929
P_646407,11,0.856137
P_646409,8,0.817274
P_646499,11,0.862410
P_6465,10,0.894524
P_64650,0,0.879195
P_64653,7,0.861112
P_64656,11,0.847043
P_64658,10,0.868323
P_64660,12,0.857171
P_64661,1,0.858301
P_64663,25,0.824485
P_646647,12,0.859668
P_646724,8,0.882287
P_646773,11,0.843002
P_646792,4,0.855393
P_646804,13,0.830887
P_64681,8,0.877013
P_646849,14,0.858958
P_646957,12,0.857399
P_646988,12,0.868389
P_647000,6,0.863905
P_647035,19,0.828769
P_647114,16,0.842262
P_647459,13,0.881716
P_647480,3,0.837370
P_647487,2,0.875381
P_647534,8,0.889931
P_647628,4,0.889486
P_64766,4,0.863656
P_64767,11,0.888300
P_64768,12,0.856639
P_647689,6,0.868924
P_647691,11,0.860218
P_647797,17,0.865675
P_648076,7,0.854842
P_648079,4,0.867491
P_648080,8,0.841251
P_648082,8,0.877867
P_648084,11,0.825171
P_648085,16,0.871542
P_648086,12,0.869997
P_648087,10,0.843793
P_648131,6,0.888341
P_648153,9,0.869010
P_648441,8,0.858006
P_648470,8,0.860464
P_648558,11,0.826407
P_648579,5,0.887012
P_648673,19,0.846307
P_648704,4,0.827360
P_648722,11,0.865256
P_6488,5,0.880943
P_648940,11,0.864268
P_648987,13,0.887108
P_648989,16,0.893787
P_649012,3,0.849655
P_649202,6,0.887440
P_649255,5,0.883837
P_649272,6,0.887217
P_64929,5,0.881236
P_649499,11,0.860559
P_649593,16,0.848634
P_649711,6,0.807858
P_649782,11,0.875022
P_649791,12,0.884946
P_649809,6,0.884708
P_649820,7,0.878125
P_649827,20,0.876991
P_649852,17,0.886903
P_649899,3,0.825604
P_649951,8,0.845367
P_650057,2,0.875137
P_650241,7,0.807249
P_650317,8,0.876013
P_650342,5,0.892578
P_650384,3,0.861595
P_650395,5,0.879829
P_65052,6,0.840059
P_650689,12,0.833385
P_650696,8,0.834647
P_651184,7,0.896563
P_651457,14,0.852020
P_651504,11,0.868974
P_651507,19,0.871740
P_651539,10,0.834529
P_65159,9,0.882809
P_651710,4,0.881075
P_651807,13,0.882592
P_651866,15,0.887658
P_651868,11,0.895659
P_651893,3,0.898147
P_651911,4,0.877568
P_651964,5,0.871331
P_651993,2,0.901706
P_652486,13,0.863488
P_652552,17,0.868739
P_652556,11,0.859201
P_652601,16,0.854831
P_65261,7,0.882279
P_652763,2,0.862428
P_652800,16,0.853548
P_652806,6,0.876840
P_652810,9,0.846938
P_652816,3,0.858285
P_652820,8,0.851242
P_652858,14,0.884086
P_652886,19,0.857280
P_652892,15,0.869993
P_652901,7,0.873158
P_652909,8,0.897214
P_652915,7,0.867742
P_652947,10,0.878755
P_65304,7,0.877224
P_653040,7,0.839151
P_653046,6,0.881106
P_653068,14,0.845707
P_653152,5,0.844811
P_65327,10,0.824126
P_65330,13,0.834814
P_653321,2,0.860505
P_6536,10,0.870436
P_653679,16,0.898960
P_6537,7,0.866255
P_653757,6,0.853057
P_65382,8,0.856916
P_653838,8,0.872116
P_65384,15,0.869227
P_65387,14,0.874401
P_65392,3,0.877541
P_653924,3,0.888639
P_65393,13,0.857242
P_6540,7,0.832728
P_654038,6,0.806434
P_654040,10,0.879917
P_654059,6,0.900429
P_654163,18,0.854954
P_6543,8,0.877565
P_654503,7,0.890545
P_654649,14,0.853737
P_654778,5,0.827053
P_654791,15,0.849202
P_654877,10,0.884814
P_6550,4,0.883272
P_655057,8,0.867999
P_655060,16,0.875140
P_6551,9,0.870598
P_655188,6,0.865983
P_6552,6,0.867593
P_655290,12,0.815068
P_6553,7,0.887240
P_655300,13,0.819637
P_655473,15,0.820805
P_655537,8,0.842320
P_655966,8,0.868746
P_655992,1,0.846102
P_656,5,0.895882
P_65604,3,0.884113
P_656047,10,0.885814
P_656051,6,0.890925
P_65608,9,0.852097
P_65611,7,0.839403
P_65613,13,0.815704
P_656131,6,0.875181
P_656132,3,0.880184
P_656158,2,0.877353
P_65616,12,0.870590
P_656865,10,0.865274
P_65693,12,0.888542
P_657157,9,0.886005
P_657197,9,0.879484
P_657201,1,0.886043
P_657291,6,0.852671
P_657407,13,0.839817
P_657433,12,0.838396
P_657489,14,0.876326
P_657511,9,0.898599
P_657520,11,0.866026
P_657911,4,0.869677
P_658021,11,0.864397
P_658027,13,0.864510
P_658031,11,0.868568
P_658034,16,0.855124
P_658069,10,0.841864
P_658080,7,0.811879
P_65818,3,0.901934
P_658217,10,0.823944
P_658219,11,0.874501
P_658281,10,0.882771
P_658304,5,0.837088
P_658498,8,0.872775
P_658654,4,0.876861
P_658956,6,0.873876
P_659183,7,0.870762
P_659227,18,0.851579
P_659231,12,0.844608
P_659282,18,0.885876
P_659507,19,0.879439
P_659565,4,0.874357
P_659674,15,0.856156
P_659713,11,0.889840
P_65987,5,0.885511
P_660111,9,0.857963
P_660128,2,0.875325
P_660143,17,0.852910
P_660151,12,0.857519
P_660155,2,0.862246
P_660166,9,0.858236
P_660176,7,0.868641
P_6602,11,0.884307
P_6603,19,0.889554
P_66038,3,0.910011
P_66054,5,0.884806
P_660544,9,0.860636
P_660577,7,0.821222
P_660644,14,0.870369
P_66067,7,0.890217
P_66071,7,0.876115
P_660815,8,0.875663
P_660898,18,0.847123
P_661403,16,0.861395
P_661427,13,0.872578
P_661496,8,0.850563
P_661530,7,0.885626
P_661531,6,0.854761
P_6616,5,0.898625
P_661657,4,0.833932
P_661664,7,0.848699
P_661666,4,0.859273
P_661667,5,0.866923
P_661764,11,0.861852
P_6619,12,0.900089
P_662126,7,0.865676
P_662139,8,0.849318
P_662151,12,0.843114
P_662157,6,0.843017
P_6622,9,0.871292
P_662202,5,0.865907
P_662217,11,0.875328
P_6623,3,0.895772
P_662318,11,0.883432
P_662321,23,0.865801
P_662322,11,0.867653
P_662329,7,0.855407
P_6624,4,0.892007
P_662680,10,0.871609
P_662700,5,0.852079
P_662790,22,0.861196
P_662895,6,0.874747
P_662960,2,0.872900
P_663019,12,0.886605
P_663102,12,0.857229
P_663119,10,0.887934
P_663180,16,0.879312
P_6632,8,0.901256
