query_wid,s1_first,hyb_first,class
W_132642,55,55,A
W_64489,294,294,A
W_132426,4,7,B_demoted
W_132642,22,30,B_demoted
W_64627,190,190,A
W_64648,180,180,A
W_78838,70,70,A
W_9724,39,39,A
W_4687,78,78,A
W_150660,35,35,A
W_150660,155,155,A
W_150660,169,169,A
W_150660,56,56,A
W_150660,280,280,A
W_150660,216,216,A
W_150660,311,311,A
W_150660,186,186,A
W_150660,9,2,B_not_promoted
W_150660,670,670,A
W_64651,26,1,R
W_119473,44,44,A
W_53040,1009,1009,A
W_26542,154,154,A
W_108692,14,8,B_not_promoted
W_32202,1,1,R
W_98152,2837,2837,A
W_115251,42,42,A
W_125147,189,189,A
W_9665,30,13,B_not_promoted
W_68063,52,52,A
W_4158,25,3,B_not_promoted
W_64372,142,142,A
W_10852,12,1,R
W_82146,167,167,A
W_71702,153,153,A
W_3099,14,20,B_demoted
W_119158,3,1,R
W_42054,87,87,A
W_20769,54,54,A
W_7816,20,1,R
W_4217,32,32,A
W_9812,1,1,R
W_122183,2,2,B_not_promoted
W_21826,1,1,R
W_31091,2,1,R
W_3673,115,115,A
W_9704,247,247,A
W_20088,106,106,A
W_12968,2,5,B_demoted
W_6403,2,4,B_demoted
W_9199,1,1,R
W_5363,14,1,R
W_42117,1,1,R
W_53687,6,3,B_not_promoted
W_2110,6,1,R
W_39055,5,14,B_demoted
W_115692,474,474,A
W_424,6,1,R
W_28221,47,47,A
W_20110,111,111,A
W_4217,439,439,A
W_91832,11,8,B_not_promoted
W_132685,3,3,B_not_promoted
W_32531,163,163,A
W_36064,1,11,B_demoted
W_87469,1,2,B_demoted
W_30678,870,870,A
W_70931,135,135,A
W_5071,17,10,B_not_promoted
W_625,122,122,A
W_31725,50,50,A
W_10907,1291,1291,A
W_10907,19,1,R
W_10907,2,2,B_not_promoted
W_12317,7,28,B_demoted
W_83296,9,3,B_not_promoted
W_23165,1,1,R
W_867,8,21,B_demoted
W_8543,3653,3653,A
W_31383,1,2,B_demoted
W_7552,110,110,A
W_4541,209,209,A
W_114712,24,1,R
W_11474,5481,5481,A
W_52227,49,49,A
W_9297,2,1,R
W_8824,9,10,B_demoted
W_127392,142,142,A
W_122602,106,106,A
W_1308,7,1,R
W_10576,153,153,A
W_42311,472,472,A
W_42311,14,27,B_demoted
W_10906,178,178,A
W_20097,1,1,R
W_42311,217,217,A
W_1412,2,1,R
W_42338,319,319,A
W_1650,1,1,R
W_64445,1,1,R
W_28184,2,28,B_demoted
W_6870,26,22,B_not_promoted
W_19955,76,76,A
W_122602,23,21,B_not_promoted
W_11898,27,4,B_not_promoted
W_10212,4,1,R
W_1616,2,1,R
W_98770,6,21,B_demoted
W_10581,47,47,A
W_19955,9,1,R
W_4762,3,14,B_demoted
W_5118,5,10,B_demoted
W_17662,1,1,R
W_91786,58,58,A
W_20049,208,208,A
W_19353,21,3,B_not_promoted
W_28221,1,1,R
W_13698,41,41,A
W_4244,1,1,R
W_114810,239,239,A
W_29045,3,4,B_demoted
W_5118,3,1,R
W_5655,1296,1296,A
W_3245,5,8,B_demoted
W_63932,32,32,A
W_3353,216,216,A
W_575,18,12,B_not_promoted
W_9103,1,1,R
W_5216,1984,1984,A
W_31938,16,4,B_not_promoted
W_4646,76,76,A
W_22945,6,18,B_demoted
W_26461,42,42,A
W_28221,39,39,A
W_4692,7,30,B_demoted
W_2145,194,194,A
W_68063,69,69,A
W_68063,84,84,A
W_23525,2486,2486,A
W_9574,7,17,B_demoted
W_139588,4,2,B_not_promoted
W_29045,250,250,A
W_23525,1,1,R
W_42488,200,200,A
W_61921,76,76,A
W_148,17,1,R
W_30552,1,2,B_demoted
W_47901,1,1,R
W_40120,36,36,A
W_32062,1,1,R
W_42521,11,12,B_demoted
W_4692,315,315,A
W_61921,1046,1046,A
W_11841,39,39,A
W_1305,261,261,A
W_112006,213,213,A
W_61921,1366,1366,A
W_4689,3,11,B_demoted
W_4841,61,61,A
W_13552,53,53,A
W_243,68,68,A
W_23239,3,1,R
W_121182,38,38,A
W_86939,48,48,A
W_98770,21,2,B_not_promoted
W_11652,330,330,A
W_54816,2122,2122,A
W_14809,5,1,R
W_11649,5,1,R
W_23116,1441,1441,A
W_42631,5,1,R
W_6464,263,263,A
W_124809,29,1,R
W_4267,1,1,R
W_11054,388,388,A
W_3057,12,1,R
W_3245,1,1,R
W_122499,31,31,A
W_75372,297,297,A
W_11641,48,48,A
W_64627,139,139,A
W_3203,35,35,A
W_25489,24,1,R
W_13440,2,1,R
W_12795,18,18,B_not_promoted
W_86795,33,33,A
W_841,5,1,R
W_9103,1,1,R
W_40120,7,1,R
W_26839,42,42,A
W_9132,5,3,B_not_promoted
W_22286,3014,3014,A
W_6394,477,477,A
W_32058,19,1,R
W_35206,185,185,A
W_74362,6,1,R
W_5697,1,1,R
W_5102,117,117,A
W_5231,24,2,B_not_promoted
W_20122,6,1,R
W_9671,19,1,R
W_6485,4,24,B_demoted
W_9128,3239,3239,A
W_100,7571,7571,A
W_74362,2,2,B_not_promoted
W_118823,6,1,R
W_642,1,1,R
W_9132,20,3,B_not_promoted
W_3414,185,185,A
W_1792,34,34,A
W_25621,369,369,A
W_52660,33,33,A
W_5555,42,42,A
W_5141,32,32,A
W_37776,62,62,A
W_11859,293,293,A
W_2855,2,1,R
W_9644,413,413,A
W_10154,4,1,R
W_113724,2,1,R
W_184,7,7,B_not_promoted
W_42934,66,66,A
W_6163,1,1,R
W_29380,659,659,A
W_144648,60,60,A
W_144648,8,1,R
W_144648,675,675,A
W_97414,2,2,B_not_promoted
W_11657,25,1,R
W_14861,5,1,R
W_28495,63,63,A
W_11652,1330,1330,A
W_10846,21,9,B_not_promoted
W_24484,204,204,A
W_12168,50,50,A
W_42997,4,1,R
W_42997,401,401,A
W_430,1,1,R
W_3321,76,76,A
W_43012,114,114,A
W_13695,98,98,A
W_6093,3,1,R
W_1650,1487,1487,A
W_5917,1,1,R
W_28221,2,8,B_demoted
W_71702,271,271,A
W_11817,21,1,R
W_121504,1,1,R
W_62086,38,38,A
W_43088,1,1,R
W_11833,557,557,A
W_43088,4669,4669,A
W_11358,16,1,R
W_35188,168,168,A
W_6441,53,53,A
W_7264,273,273,A
W_10526,29,2,B_not_promoted
W_32408,92,92,A
W_45948,164,164,A
W_10216,222,222,A
W_10581,36,36,A
W_121852,389,389,A
W_8872,5,1,R
W_14019,30,17,B_not_promoted
W_7264,4622,4622,A
W_112241,1,7,B_demoted
W_82877,19,1,R
W_20162,727,727,A
W_3057,2,1,R
W_3063,16,10,B_not_promoted
W_184,1070,1070,A
W_26687,890,890,A
W_13204,42,42,A
W_15385,1,1,R
W_43195,2,1,R
W_43195,7,1,R
W_5555,1,1,R
W_117849,5,1,R
W_30424,99,99,A
W_7552,2,1,R
W_564,1,1,R
W_8203,228,228,A
W_20069,58,58,A
W_12031,201,201,A
W_12031,26,5,B_not_promoted
W_115728,2,1,R
W_7583,7,5,B_not_promoted
W_124745,7,1,R
W_99751,60,60,A
W_14379,109,109,A
W_11641,332,332,A
W_13695,5,27,B_demoted
W_20610,2,1,R
W_12168,12,1,R
W_8824,1,1,R
W_4810,162,162,A
W_82877,2,1,R
W_54466,2,1,R
W_20084,123,123,A
W_22945,12,29,B_demoted
W_20257,333,333,A
W_122815,64,64,A
W_9574,112,112,A
W_11850,28,1,R
W_38495,728,728,A
W_3074,133,133,A
W_3321,73,73,A
W_12137,8,4,B_not_promoted
W_12137,14,27,B_demoted
W_11794,123,123,A
W_58783,149,149,A
W_118399,132,132,A
W_44137,175,175,A
W_28495,102,102,A
W_10907,75,75,A
W_137560,1,8,B_demoted
W_143052,1,1,R
W_31383,4,2,B_not_promoted
W_40199,102,102,A
W_64445,1,1,R
W_17662,1,1,R
W_103771,1051,1051,A
W_79329,17,1,R
W_13695,11,1,R
W_21013,7,1,R
W_40120,198,198,A
W_14809,4504,4504,A
W_13695,4,1,R
W_103129,328,328,A
W_22154,672,672,A
W_114712,59,59,A
W_123840,24,1,R
W_9290,44,44,A
W_4854,91,91,A
W_4843,11,8,B_not_promoted
W_27906,119,119,A
W_117450,81,81,A
W_243,8,2,B_not_promoted
W_4814,177,177,A
W_4816,109,109,A
W_4655,18,3,B_not_promoted
W_14019,2,29,B_demoted
W_82146,694,694,A
W_1769,8,1,R
W_26939,4,8,B_demoted
W_867,1,1,R
W_5363,6,11,B_demoted
W_98311,38,38,A
W_434,24,1,R
W_29130,18,6,B_not_promoted
W_42521,34,34,A
W_4812,85,85,A
W_1616,102,102,A
W_121504,2455,2455,A
W_20622,3,1,R
W_9266,4,1,R
W_111656,49,49,A
W_13216,87,87,A
W_5363,257,257,A
W_151781,13,17,B_demoted
W_151781,24,1,R
W_8521,1,1,R
W_8673,174,174,A
W_32053,199,199,A
W_10472,11578,11578,A
W_3964,52,52,A
W_3414,81,81,A
W_34568,55,55,A
W_38495,683,683,A
W_73656,383,383,A
W_1017,12,3,B_not_promoted
W_7084,22,1,R
W_434,8,1,R
W_3145,5,2,B_not_promoted
W_22451,28,23,B_not_promoted
W_14485,1,1,R
W_24484,37,37,A
W_24484,11,24,B_demoted
W_111991,1,1,R
W_52177,9,6,B_not_promoted
W_9644,1,1,R
W_4354,1,1,R
W_146806,28,1,R
W_10901,113,113,A
W_39783,8,1,R
W_4816,77,77,A
W_42488,4,17,B_demoted
W_7312,21,1,R
W_75372,298,298,A
W_9286,63,63,A
W_9671,131,131,A
W_26111,146,146,A
W_11358,985,985,A
W_9004,1,1,R
W_4887,56,56,A
W_114606,55,55,A
W_109122,58,58,A
W_3174,1,1,R
W_32531,1,1,R
W_6753,4,1,R
W_15300,1,1,R
W_11833,1445,1445,A
W_7253,22,1,R
W_9262,34,34,A
W_68063,739,739,A
W_11472,3,1,R
W_1308,2,1,R
W_9671,137,137,A
W_7818,31,31,A
W_11472,247,247,A
W_11472,171,171,A
W_32531,1,1,R
W_3221,3323,3323,A
W_22936,109,109,A
W_12255,89,89,A
W_23142,2,1,R
W_15385,1412,1412,A
W_9507,16,15,B_not_promoted
W_2966,1,1,R
W_6394,2,1,R
W_9132,4,1,R
W_19985,511,511,A
W_8543,707,707,A
W_115692,2605,2605,A
W_2911,161,161,A
W_2911,195,195,A
W_34728,259,259,A
W_65609,645,645,A
W_1353,1,1,R
W_3203,129,129,A
W_6730,2,1,R
W_112006,4,2,B_not_promoted
W_71702,11,22,B_demoted
W_37776,2,1,R
W_27320,7,1,R
W_10845,13,1,R
W_9266,6,16,B_demoted
W_11474,89,89,A
W_43997,28,25,B_not_promoted
W_69970,3,3,B_not_promoted
W_69970,165,165,A
W_5515,3,5,B_demoted
W_2658,1901,1901,A
W_3529,9,24,B_demoted
W_111656,106,106,A
W_7032,2,1,R
W_119996,31,31,A
W_20541,499,499,A
W_20541,17,1,R
W_11785,1,1,R
W_5555,20,12,B_not_promoted
W_7032,2,1,R
W_10313,61,61,A
W_175,111,111,A
W_114712,31,31,A
W_11819,622,622,A
W_161,8,2,B_not_promoted
W_11657,25,27,B_demoted
W_127547,37,37,A
W_226,1,1,R
W_2085,91,91,A
W_64766,8,1,R
W_22286,8,5,B_not_promoted
W_10313,812,812,A
W_10914,246,246,A
W_13540,94,94,A
W_7878,1235,1235,A
W_43195,1,1,R
W_15521,18,1,R
W_6784,3,1,R
W_4939,123,123,A
W_83873,58,58,A
W_121296,29,1,R
W_3353,1,1,R
W_6715,106,106,A
W_22148,1,1,R
W_91786,21,1,R
W_33213,256,256,A
W_3673,84,84,A
W_8202,1,1,R
W_34728,7,1,R
W_20769,8,5,B_not_promoted
W_27579,46,46,A
W_4277,1,1,R
W_23544,94,94,A
W_13873,18,5,B_not_promoted
W_7032,1,1,R
W_75372,416,416,A
W_5141,1,1,R
W_144354,2,1,R
W_144354,750,750,A
W_9290,19,4,B_not_promoted
W_10901,316,316,A
W_19417,48,48,A
W_50379,141,141,A
W_45948,1,2,B_demoted
W_108692,8,12,B_demoted
W_4700,109,109,A
W_98770,5,30,B_demoted
W_2901,6,3,B_not_promoted
W_8937,76,76,A
W_69073,265,265,A
W_6859,10,1,R
W_26839,1449,1449,A
W_64513,16,6,B_not_promoted
W_9719,166,166,A
W_10641,2,1,R
W_64649,181,181,A
W_6859,184,184,A
W_85332,15,1,R
W_26839,51,51,A
W_64489,5,1,R
W_91786,128,128,A
W_184,6,2,B_not_promoted
W_8339,2,1,R
W_10144,1,1,R
W_13216,1,1,R
W_4655,67,67,A
W_28493,3,7,B_demoted
W_135726,9,1,R
W_83296,340,340,A
W_126096,33,33,A
W_27164,73,73,A
W_108692,103,103,A
W_101001,41,41,A
W_111854,113,113,A
W_51795,38,38,A
W_161,7,1,R
W_13204,12,1,R
W_679,1,1,R
W_19955,1,1,R
W_122602,1,1,R
W_10850,921,921,A
W_7202,37,37,A
W_134666,3,1,R
W_11657,12,1,R
W_20639,13,1,R
W_40120,7,1,R
W_26687,1,1,R
W_26988,4,1,R
W_21695,52,52,A
W_4922,1,1,R
W_47901,366,366,A
W_8521,1,1,R
W_25030,3,2,B_not_promoted
W_23525,8,1,R
W_113981,177,177,A
W_11352,137,137,A
W_12795,153,153,A
W_145365,5,1,R
W_1364,17,1,R
W_87425,283,283,A
W_14238,10,8,B_not_promoted
W_58781,90,90,A
W_7032,1,1,R
W_8937,205,205,A
W_71702,16,1,R
W_4816,5,6,B_demoted
W_12317,79,79,A
W_111906,106,106,A
W_8387,1,1,R
W_148,6,6,B_not_promoted
W_4685,455,455,A
W_5316,149,149,A
W_112097,817,817,A
W_12140,31,31,A
W_4685,86,86,A
W_52660,4110,4110,A
W_9103,3491,3491,A
W_114608,1272,1272,A
W_13204,11,2,B_not_promoted
W_20110,277,277,A
W_58783,331,331,A
W_26941,168,168,A
W_4865,2,1,R
W_22148,3,2,B_not_promoted
W_28784,13,1,R
W_52851,3,3,B_not_promoted
W_2393,7,1,R
W_8850,94,94,A
W_42117,511,511,A
W_1769,2282,2282,A
W_12795,1194,1194,A
W_20097,359,359,A
W_26939,46,46,A
W_21025,1,1,R
W_11898,575,575,A
W_4755,1,1,R
W_13204,4,1,R
W_6417,35,35,A
W_226,1,1,R
W_841,1,1,R
W_5912,50,50,A
W_34907,123,123,A
W_15385,2,1,R
W_5141,18,11,B_not_promoted
W_92417,709,709,A
W_961,50,50,A
W_6097,585,585,A
W_26839,319,319,A
W_19558,19,3,B_not_promoted
W_64649,396,396,A
W_132642,573,573,A
W_23525,1,1,R
W_24484,94,94,A
W_21352,2,1,R
W_10065,164,164,A
W_6394,2,1,R
W_4762,3,1,R
W_44435,61,61,A
W_21826,28,2,B_not_promoted
W_20064,1,1,R
W_22451,5,1,R
W_8850,16,1,R
W_9133,1,1,R
W_32058,2,1,R
W_111656,116,116,A
W_98311,439,439,A
W_34907,386,386,A
W_10253,20,2,B_not_promoted
W_9297,2,1,R
W_51980,8,1,R
W_462,2,1,R
W_5958,121,121,A
W_1454,2,1,R
W_10851,13,4,B_not_promoted
W_4814,296,296,A
W_37513,1,1,R
W_7202,2,17,B_demoted
W_20064,1,1,R
W_1454,1,1,R
W_2966,2,1,R
W_4702,53,53,A
W_21025,11,8,B_not_promoted
W_20005,58,58,A
W_10129,2,1,R
W_1616,8,1,R
W_6715,4,1,R
W_10914,131,131,A
W_11387,5,1,R
W_25621,24,17,B_not_promoted
W_52227,35,35,A
W_343,1,11,B_demoted
W_25030,1,1,R
W_148,489,489,A
W_11535,39,39,A
W_2901,133,133,A
W_10838,487,487,A
W_6216,3741,3741,A
W_4945,14,1,R
W_38495,1,1,R
W_10237,1,1,R
W_121504,1,2,B_demoted
W_6453,48,48,A
W_151781,27,3,B_not_promoted
W_7279,5,3,B_not_promoted
W_25154,101,101,A
W_706,1,1,R
W_2976,14,1,R
W_2974,1,1,R
W_209,38,38,A
W_1305,53,53,A
W_12968,66,66,A
W_8202,1,1,R
W_3057,1,1,R
W_10717,163,163,A
W_7550,1152,1152,A
W_152634,2,1,R
W_2145,33,33,A
W_4468,8,1,R
W_85332,34,34,A
W_19558,166,166,A
W_27894,104,104,A
W_152634,6,2,B_not_promoted
W_117403,305,305,A
W_62782,4,2,B_not_promoted
W_2454,1186,1186,A
W_118849,1,1,R
W_134666,5,1,R
W_5316,20,9,B_not_promoted
W_5294,140,140,A
W_4884,153,153,A
W_2145,16,4,B_not_promoted
W_28094,1,18,B_demoted
W_7257,80,80,A
W_23767,37,37,A
W_12137,146,146,A
W_46408,118,118,A
W_10781,40,40,A
W_33213,36,36,A
W_33213,111,111,A
W_29299,12,1,R
W_11823,222,222,A
W_148,783,783,A
W_4846,29,5,B_not_promoted
W_33213,1318,1318,A
W_64445,1,1,R
W_43195,1,1,R
W_21025,36,36,A
W_33213,2650,2650,A
W_118849,1,1,R
W_12992,1,2,B_demoted
W_32408,28,5,B_not_promoted
W_115692,617,617,A
W_209,554,554,A
W_1939,49,49,A
W_4820,670,670,A
W_111854,588,588,A
W_32062,1,1,R
W_23239,1,1,R
W_150625,1,1,R
W_115692,414,414,A
W_20710,35,35,A
W_38476,3,1,R
W_20185,17,13,B_not_promoted
W_3995,73,73,A
W_3997,11,1,R
W_14599,298,298,A
W_132987,78,78,A
W_434,353,353,A
W_77153,16,3,B_not_promoted
W_19508,63,63,A
W_52963,8182,8182,A
W_6163,1,1,R
W_625,45,45,A
W_2696,83,83,A
W_2855,45,45,A
W_8824,1,1,R
W_117791,147,147,A
W_775,6,1,R
W_284,11,13,B_demoted
W_1378,4,2,B_not_promoted
W_75372,162,162,A
W_22556,25,3,B_not_promoted
W_1378,18,1,R
W_11054,80,80,A
W_9626,1,1,R
W_3353,206,206,A
W_39055,51,51,A
W_5500,4,1,R
W_38495,82,82,A
W_11652,25,24,B_not_promoted
W_4646,24,27,B_demoted
W_7961,53,53,A
W_52851,3,3,B_not_promoted
W_5071,3,1,R
W_63932,318,318,A
W_49809,635,635,A
W_20254,89,89,A
W_33804,1843,1843,A
W_22148,6,4,B_not_promoted
W_114947,13,15,B_demoted
W_132900,2,1,R
W_7878,125,125,A
W_22948,142,142,A
W_25113,7,1,R
W_9812,477,477,A
W_9719,53,53,A
W_3097,1,1,R
W_22286,1030,1030,A
W_1939,508,508,A
W_11054,10,4,B_not_promoted
W_117403,18,3,B_not_promoted
W_11819,57,57,A
W_3063,205,205,A
W_42117,54,54,A
W_11649,5,5,B_not_promoted
W_10129,1,1,R
W_62475,4,2,B_not_promoted
W_13127,42,42,A
W_14969,2,10,B_demoted
W_5930,136,136,A
W_623,2,1,R
W_9626,2,1,R
W_4837,2,1,R
W_122499,775,775,A
W_9671,380,380,A
W_132987,505,505,A
W_9644,90,90,A
W_9719,529,529,A
W_28184,255,255,A
W_76498,10,5,B_not_promoted
W_35472,1128,1128,A
W_5231,47,47,A
W_19789,1,1,R
W_38476,1,1,R
W_117883,272,272,A
W_3599,3,10,B_demoted
W_25000,2,1,R
W_4646,129,129,A
W_3744,6,1,R
W_47101,17,1,R
W_994,1,1,R
W_15519,1,1,R
W_623,3,1,R
W_8339,3,1,R
W_5917,5,1,R
W_706,509,509,A
W_112640,93,93,A
W_10253,1,1,R
W_20064,1,1,R
W_4945,11,25,B_demoted
W_41771,24,3,B_not_promoted
W_1017,1,1,R
W_841,15,1,R
W_21025,24,1,R
W_114947,23,1,R
W_11474,25,6,B_not_promoted
W_932,86,86,A
W_137560,1,1,R
W_23525,151,151,A
W_5162,617,617,A
W_13523,77,77,A
W_27790,2,1,R
W_89492,44,44,A
W_11352,61,61,A
W_124745,3,3,B_not_promoted
W_4541,8,12,B_demoted
W_132426,664,664,A
W_64627,249,249,A
W_4541,2,8,B_demoted
W_24522,86,86,A
W_6216,282,282,A
W_38429,21,10,B_not_promoted
W_64652,134,134,A
W_11516,154,154,A
W_64627,14,18,B_demoted
W_14620,45,45,A
W_31938,466,466,A
W_5438,43,43,A
W_20088,11,6,B_not_promoted
W_24522,756,756,A
W_97632,81,81,A
W_51980,23,1,R
W_80336,1150,1150,A
W_111991,1,1,R
W_69073,480,480,A
W_132426,815,815,A
W_10717,29,1,R
W_40120,23,1,R
W_21352,4,1,R
W_13204,77,77,A
W_25489,473,473,A
W_20005,20,11,B_not_promoted
W_7312,352,352,A
W_6602,2,1,R
W_39783,9,2,B_not_promoted
W_97632,2,1,R
W_13873,795,795,A
W_4852,86,86,A
W_4852,149,149,A
W_4867,125,125,A
W_115251,47,47,A
W_116622,9,1,R
W_4826,235,235,A
W_27919,351,351,A
W_13875,40,40,A
W_13875,112,112,A
W_40251,10,3,B_not_promoted
W_5687,1,1,R
W_11833,60,60,A
W_10745,6,3,B_not_promoted
W_117791,298,298,A
W_817,1,1,R
W_6403,4,1,R
W_11474,81,81,A
W_23116,12,22,B_demoted
W_5552,20,28,B_demoted
W_20069,38,38,A
W_7253,48,48,A
W_4698,168,168,A
W_4683,203,203,A
W_3177,456,456,A
W_2930,7,1,R
W_27906,1,1,R
W_9290,11,1,R
W_9158,323,323,A
W_29060,8,14,B_demoted
W_7818,103,103,A
W_21826,1678,1678,A
W_10851,47,47,A
W_45675,2,1,R
W_45675,5,11,B_demoted
W_14662,2,1,R
W_45675,12,1,R
W_45675,1,1,R
W_82985,683,683,A
W_45675,1,1,R
W_64489,39,39,A
W_71473,32,32,A
W_7253,334,334,A
W_4700,68,68,A
W_14861,17,6,B_not_promoted
W_56781,2,11,B_demoted
W_13204,1,1,R
W_424,18,20,B_demoted
W_12937,21,18,B_not_promoted
W_45783,47,47,A
W_45783,630,630,A
W_4806,20,12,B_not_promoted
W_45783,1137,1137,A
W_45783,397,397,A
W_1650,1,1,R
W_103,1,1,R
W_23544,66,66,A
W_11387,5,13,B_demoted
W_9266,2,1,R
W_117791,1032,1032,A
W_29045,68,68,A
W_4541,34,34,A
W_15223,24,11,B_not_promoted
W_6693,2,1,R
W_367,214,214,A
W_5319,7626,7626,A
W_30326,2,1,R
W_38429,104,104,A
W_9128,433,433,A
W_152634,6,1,R
W_961,4611,4611,A
W_113981,1253,1253,A
W_52227,2,1,R
W_22945,10,8,B_not_promoted
W_14229,136,136,A
W_3174,2,3,B_demoted
W_145365,1,1,R
W_4846,178,178,A
W_45948,147,147,A
W_45948,1,18,B_demoted
W_23239,1,10,B_demoted
W_9704,5,13,B_demoted
W_10914,97,97,A
W_679,4,1,R
W_7762,15,1,R
W_42338,1,1,R
W_55442,4,13,B_demoted
W_40675,205,205,A
W_32058,1,1,R
W_24222,3,2,B_not_promoted
W_8696,3,1,R
W_3221,50,50,A
W_11535,25,20,B_not_promoted
W_64650,322,322,A
W_20122,5,1,R
W_20710,50,50,A
W_20610,1,1,R
W_111510,91,91,A
W_42054,1988,1988,A
W_6102,1,1,R
W_31003,6,2,B_not_promoted
W_37947,5,2,B_not_promoted
W_462,719,719,A
W_121852,103,103,A
W_17866,76,76,A
W_62433,178,178,A
W_22,3,16,B_demoted
W_63932,9,9,B_not_promoted
W_2974,4,1,R
W_32408,76,76,A
W_4820,807,807,A
W_31327,1,1,R
W_5687,1,2,B_demoted
W_153900,11,2,B_not_promoted
W_153900,12,9,B_not_promoted
W_153900,12,5,B_not_promoted
W_153900,217,217,A
W_153900,2,1,R
W_153900,16,10,B_not_promoted
W_153900,17,1,R
W_153900,19,6,B_not_promoted
W_153900,1322,1322,A
W_4685,432,432,A
W_153900,1,1,R
W_24222,10,1,R
W_153900,1,1,R
W_14485,1,1,R
W_6536,1,1,R
W_39520,15,1,R
W_27911,70,70,A
W_106883,489,489,A
W_119158,2,4,B_demoted
W_11473,12,1,R
W_462,115,115,A
W_153900,24,28,B_demoted
W_87469,1,15,B_demoted
W_9132,4,1,R
W_41771,31,31,A
W_17053,1,5,B_demoted
W_3057,1,1,R
W_114712,67,67,A
W_5915,33,33,A
W_4692,217,217,A
W_9665,16,1,R
W_9158,23,1,R
W_46288,2,1,R
W_5233,583,583,A
W_65381,398,398,A
W_65609,91,91,A
W_10144,1,1,R
W_1017,1,1,R
W_23116,102,102,A
W_30209,3,1,R
W_21817,52,52,A
W_19912,17,7,B_not_promoted
W_10845,35,35,A
W_135726,1,1,R
W_21695,8,1,R
W_7489,53,53,A
W_91832,95,95,A
W_6870,1045,1045,A
W_3097,1,1,R
W_4642,1,1,R
W_209,94,94,A
W_22235,465,465,A
W_4646,59,59,A
W_63932,37,37,A
W_12317,6,1,R
W_15223,20,1,R
W_2928,1,1,R
W_9092,173,173,A
W_625,63,63,A
W_10788,4,1,R
W_424,5,1,R
W_61207,147,147,A
W_115707,147,147,A
W_2393,5,1,R
W_20069,65,65,A
W_114810,8,25,B_demoted
W_27320,1,1,R
W_11352,183,183,A
W_109122,1511,1511,A
W_121360,183,183,A
W_54461,10,1,R
W_31091,1060,1060,A
W_40924,256,256,A
W_4806,219,219,A
W_40924,105,105,A
W_124199,35,35,A
W_10065,2,17,B_demoted
W_111408,355,355,A
W_79329,6,7,B_demoted
W_7027,350,350,A
W_52660,1,1,R
W_1412,2,9,B_demoted
W_5294,16,27,B_demoted
W_139530,2,1,R
W_10848,69,69,A
W_9199,1,1,R
W_9199,1,1,R
W_9199,15,1,R
W_1454,3,1,R
W_5363,13,1,R
W_9199,4,1,R
W_11387,38,38,A
W_9199,2,3,B_demoted
W_4867,693,693,A
W_994,8,1,R
W_14379,1,1,R
W_167,3,1,R
W_9199,15,1,R
W_127392,16,1,R
W_32058,1,1,R
W_9276,58,58,A
W_27894,523,523,A
W_40671,7,1,R
W_12031,18,20,B_demoted
W_40675,101,101,A
W_20088,31,31,A
W_20069,99,99,A
W_2145,246,246,A
W_19945,321,321,A
W_154901,1,1,R
W_154901,23,10,B_not_promoted
W_122499,1352,1352,A
W_52227,1,1,R
W_40702,2358,2358,A
W_21013,370,370,A
W_4685,62,62,A
W_46851,89,89,A
W_9507,9,5,B_not_promoted
W_10338,1,1,R
W_4687,1,1,R
W_17866,5,1,R
W_4689,1,4,B_demoted
W_775,51,51,A
W_4690,5,7,B_demoted
W_114606,12,3,B_not_promoted
W_9271,9,21,B_demoted
W_5102,5,2,B_not_promoted
W_112006,171,171,A
W_37947,4,1,R
W_4833,5,1,R
W_39525,1,1,R
W_4694,22,3,B_not_promoted
W_373,48,48,A
W_134666,2,1,R
W_4700,641,641,A
W_43088,3,1,R
W_882,18,16,B_not_promoted
W_1792,67,67,A
W_4702,2,1,R
W_4704,162,162,A
W_3074,220,220,A
W_28094,82,82,A
W_3245,520,520,A
W_10313,24,16,B_not_promoted
W_9507,1,1,R
W_43898,219,219,A
W_199,2,2,B_not_promoted
W_47101,2,2,B_not_promoted
W_47101,368,368,A
W_47101,55,55,A
W_1002,1,1,R
W_39525,1,1,R
W_4755,1,1,R
W_9271,9,1,R
W_56072,1,1,R
W_27894,145,145,A
W_54816,167,167,A
W_9574,175,175,A
W_11798,1455,1455,A
W_32711,363,363,A
W_29078,56,56,A
W_115251,557,557,A
W_580,6,1,R
W_4687,7,12,B_demoted
W_4696,13,2,B_not_promoted
W_4698,175,175,A
W_4690,9,1,R
W_4702,19,1,R
W_34604,922,922,A
W_45783,20,15,B_not_promoted
W_20622,51,51,A
W_9574,195,195,A
W_4843,162,162,A
W_4726,1,1,R
W_103771,77,77,A
W_124745,2,2,B_not_promoted
W_146806,89,89,A
W_128680,327,327,A
W_26939,5,1,R
W_5095,5,1,R
W_12317,4,4,B_not_promoted
W_4726,4,1,R
W_11352,92,92,A
W_7247,21,1,R
W_42934,20,20,B_not_promoted
W_4728,1,1,R
W_149298,31,31,A
W_367,4,1,R
W_25154,40,40,A
W_4704,64,64,A
W_16560,1,1,R
W_50939,2,23,B_demoted
W_1055,119,119,A
W_43898,1,1,R
W_26461,77,77,A
W_10847,39,39,A
W_19748,52,52,A
W_5552,101,101,A
W_233,1,1,R
W_15385,43,43,A
W_114490,28,8,B_not_promoted
