query_pid,query_wid,s1_first,s1_ap,cov,none_n96_first,none_n96_ap,profile_cosine_n96_first,profile_cosine_n96_ap,exhaustive_dtw_n96_first,exhaustive_dtw_n96_ap,none_n384_first,none_n384_ap,profile_cosine_n384_first,profile_cosine_n384_ap,exhaustive_dtw_n384_first,exhaustive_dtw_n384_ap
P_85332,W_85332,148,0.006484967003320986,0,148,0.00648497,148,0.00648497,148,0.00648497,148,0.00648497,148,0.00648497,148,0.00648497
P_85335,W_85332,45,0.0059439724854036926,0,45,0.00594397,45,0.00594397,45,0.00594397,45,0.00594397,45,0.00594397,45,0.00594397
P_8535,W_8535,28,0.022341824164965163,1,29,0.0222392,6,0.03325452,6,0.03325452,29,0.0222392,11,0.02694139,11,0.02694139
P_85366,W_53262,25,0.01958022636178981,1,15,0.02180245,12,0.02319134,13,0.02265715,16,0.02145523,3,0.04402467,3,0.04402467
P_85367,W_53262,2,0.047070145849113045,1,26,0.00860861,18,0.01003311,19,0.00978944,27,0.0084899,18,0.01003311,19,0.00978944
P_85392,W_1795,17,0.053743565207271936,2,1,0.13140333,1,0.13189716,1,0.13164075,1,0.13118287,1,0.13356383,1,0.133167
P_85417,W_6437,34,0.0245514042284074,0,34,0.0245514,34,0.0245514,34,0.0245514,34,0.0245514,34,0.0245514,34,0.0245514
P_8544,W_8543,287,0.0020950036903598277,0,287,0.002095,287,0.002095,287,0.002095,287,0.002095,287,0.002095,287,0.002095
P_85447,W_2855,3,0.23420419266981773,8,1,0.49017692,1,0.46980655,1,0.46980655,1,0.47254872,1,0.44462467,1,0.44462467
P_85459,W_5102,7,0.06728045986499558,4,10,0.0662477,4,0.11417199,4,0.11417199,9,0.06642067,3,0.11442128,3,0.1111958
P_85479,W_70887,177,0.003132379382965917,0,177,0.00313238,177,0.00313238,177,0.00313238,177,0.00313238,177,0.00313238,177,0.00313238
P_85481,W_25489,209,0.004785698433143837,0,209,0.0047857,209,0.0047857,209,0.0047857,209,0.0047857,209,0.0047857,209,0.0047857
P_85491,W_29045,186,0.0021479702788878147,0,186,0.00214797,186,0.00214797,186,0.00214797,186,0.00214797,186,0.00214797,186,0.00214797
P_8555,W_8521,3,0.0585369252424226,1,29,0.03363271,6,0.04464804,6,0.04464804,29,0.03363271,3,0.05853693,3,0.05853693
P_85555,W_28687,65,0.005970228313774043,0,65,0.00597023,65,0.00597023,65,0.00597023,65,0.00597023,65,0.00597023,65,0.00597023
P_856,W_856,2,0.187125523848819,4,10,0.11488815,2,0.14178609,2,0.14178609,7,0.11937533,1,0.19828084,1,0.19748719
P_857,W_856,5,0.11672956222401765,3,2,0.15603207,3,0.13050317,3,0.13050317,1,0.2393654,2,0.17380027,2,0.17380027
P_85747,W_35395,87,0.00445661760151224,0,87,0.00445662,87,0.00445662,87,0.00445662,87,0.00445662,87,0.00445662,87,0.00445662
P_85752,W_2145,29,0.01711807639054747,1,23,0.0178677,1,0.09757785,1,0.09757785,25,0.01757785,1,0.09757785,1,0.09757785
P_85753,W_10576,1,0.16418558070502773,3,11,0.07891736,1,0.22833902,1,0.22833902,12,0.08143731,1,0.22518776,1,0.22518776
P_85754,W_4698,42,0.011844910214772223,0,42,0.01184491,42,0.01184491,42,0.01184491,42,0.01184491,42,0.01184491,42,0.01184491
P_85803,W_226,1,0.5328623956216328,7,4,0.27882163,2,0.30508878,2,0.30508878,4,0.28138155,1,0.46226309,1,0.45983253
P_85810,W_31938,1,0.26438996660295355,5,4,0.09739492,1,0.28054407,1,0.28054407,3,0.10255402,1,0.34841774,1,0.34841774
P_85812,W_1376,3,0.10236286384611419,4,13,0.07584804,21,0.06237489,17,0.06501219,12,0.07581404,19,0.0627926,17,0.06657188
P_85951,W_51795,43,0.013889800505167473,0,43,0.0138898,43,0.0138898,43,0.0138898,43,0.0138898,43,0.0138898,43,0.0138898
P_85952,W_54816,2,0.05666968233124736,2,1,0.09463265,1,0.12241042,1,0.12241042,1,0.09463265,1,0.13074376,1,0.13074376
P_85958,W_54461,1,0.16867622807704805,3,1,0.13327259,1,0.28483784,1,0.28483784,2,0.09129804,1,0.28483784,1,0.28483784
P_85959,W_22965,33,0.00681319410710966,0,33,0.00681319,33,0.00681319,33,0.00681319,33,0.00681319,33,0.00681319,33,0.00681319
P_85960,W_2970,1,0.27529989551941836,4,1,0.15692385,1,0.36797231,1,0.36797231,1,0.15765485,1,0.36797231,1,0.36797231
P_85967,W_5912,2,0.08143284914837694,2,9,0.04577869,1,0.16350356,1,0.16350356,9,0.04577869,1,0.16350356,1,0.16350356
P_8599,W_343,4,0.15326880743989924,5,1,0.20258996,4,0.18532812,4,0.18532812,1,0.19914479,1,0.37168174,1,0.37216067
P_86054,W_12542,187,0.00766740997410163,0,187,0.00766741,187,0.00766741,187,0.00766741,187,0.00766741,187,0.00766741,187,0.00766741
P_86072,W_6807,1,0.452012085294341,5,1,0.23392376,1,0.36489087,1,0.36489087,1,0.26723774,1,0.3850478,1,0.3850478
P_86189,W_49809,1,0.095887796965841,1,1,0.0958878,3,0.04033224,3,0.04033224,1,0.0958878,2,0.05422113,2,0.05422113
P_86198,W_1033,791,0.0023640726250014916,0,791,0.00236407,791,0.00236407,791,0.00236407,791,0.00236407,791,0.00236407,791,0.00236407
P_86202,W_2081,1,0.17485588302108543,4,1,0.1739513,2,0.12915159,2,0.12655247,1,0.21561797,2,0.17445073,2,0.17217801
P_86311,W_25489,346,0.0013745133885769399,0,346,0.00137451,346,0.00137451,346,0.00137451,346,0.00137451,346,0.00137451,346,0.00137451
P_86431,W_4681,30,0.016513936399733448,1,30,0.01651394,28,0.01671235,28,0.01671235,30,0.01651394,29,0.01660972,29,0.01660972
P_86463,W_59952,1064,0.0014389438225683802,0,1064,0.00143894,1064,0.00143894,1064,0.00143894,1064,0.00143894,1064,0.00143894,1064,0.00143894
P_86517,W_9263,8,0.03277027910126901,2,11,0.0257627,6,0.03087852,6,0.03130423,9,0.02774814,1,0.10052822,1,0.10074867
P_86519,W_10845,30,0.027048671841519215,1,11,0.03184665,1,0.10760423,1,0.10760423,15,0.02982645,3,0.05204867,3,0.05204867
P_86557,W_575,6,0.07313418567841694,4,1,0.17980622,2,0.15499561,2,0.15499561,1,0.17980622,1,0.22864241,1,0.22864241
P_86618,W_11823,30,0.007851677723513752,1,14,0.01102628,1,0.08840723,1,0.08840723,12,0.01201834,1,0.08840723,1,0.08840723
P_86622,W_11823,531,0.0022328455823055686,0,531,0.00223285,531,0.00223285,531,0.00223285,531,0.00223285,531,0.00223285,531,0.00223285
P_86636,W_4820,367,0.003166896943700752,0,367,0.0031669,367,0.0031669,367,0.0031669,367,0.0031669,367,0.0031669,367,0.0031669
P_86638,W_22961,2180,0.001180193512162194,0,2180,0.00118019,2180,0.00118019,2180,0.00118019,2180,0.00118019,2180,0.00118019,2180,0.00118019
P_86639,W_33213,21,0.026018549897549797,1,27,0.02513672,17,0.02695226,21,0.02601855,27,0.02513672,16,0.02725863,19,0.02643626
P_86640,W_83881,299,0.00256754379747007,0,299,0.00256754,299,0.00256754,299,0.00256754,299,0.00256754,299,0.00256754,299,0.00256754
P_86642,W_30668,39,0.006945698762096087,0,39,0.0069457,39,0.0069457,39,0.0069457,39,0.0069457,39,0.0069457,39,0.0069457
P_86643,W_7581,42,0.007409418928220254,0,42,0.00740942,42,0.00740942,42,0.00740942,42,0.00740942,42,0.00740942,42,0.00740942
P_867,W_867,1,0.6137690252071197,9,1,0.44822966,1,0.64674434,1,0.64674434,1,0.44822966,1,0.70216762,1,0.70216762
P_8679,W_6939,4,0.1876324785624286,5,1,0.18681897,1,0.42236303,1,0.42236303,1,0.19048764,1,0.42819053,1,0.42819053
P_86797,W_2759,161,0.004410707786382954,0,161,0.00441071,161,0.00441071,161,0.00441071,161,0.00441071,161,0.00441071,161,0.00441071
P_86798,W_10902,21,0.03248758732571274,2,1,0.11205792,1,0.1125158,1,0.11277221,1,0.11205792,1,0.11277221,1,0.11277221
P_8681,W_2768,12,0.06494562374613683,4,1,0.29868944,2,0.18063388,2,0.18063388,1,0.29655269,1,0.30563388,1,0.30563388
P_869,W_867,2,0.4487957930043914,8,1,0.31186366,1,0.55445055,1,0.55445055,1,0.3248597,1,0.56787648,1,0.56787648
P_86939,W_86939,46,0.005799474088871915,0,46,0.00579947,46,0.00579947,46,0.00579947,46,0.00579947,46,0.00579947,46,0.00579947
P_86940,W_86939,15,0.009560671589796614,1,3,0.03178289,17,0.00890708,10,0.01233845,2,0.04567178,7,0.01590988,7,0.01590988
P_86941,W_86939,3,0.051126627061750494,2,10,0.03332692,1,0.15346581,1,0.15346581,8,0.03479751,1,0.18124359,1,0.18124359
P_86946,W_10906,37,0.017489055809620752,0,37,0.01748906,37,0.01748906,37,0.01748906,37,0.01748906,37,0.01748906,37,0.01748906
P_8696,W_8696,7,0.15381471305766847,4,1,0.22444842,1,0.27831292,1,0.27831292,2,0.18344051,2,0.20205871,2,0.20205871
P_86972,W_43012,172,0.0033854447975976885,0,172,0.00338544,172,0.00338544,172,0.00338544,172,0.00338544,172,0.00338544,172,0.00338544
P_8699,W_8696,1,0.5850183511825348,8,5,0.24411916,1,0.43309897,1,0.42935442,5,0.23653438,1,0.53636854,1,0.53182309
P_87015,W_70887,176,0.0036217190170383367,0,176,0.00362172,176,0.00362172,176,0.00362172,176,0.00362172,176,0.00362172,176,0.00362172
P_87030,W_83871,2,0.06767865167207901,2,1,0.18077389,1,0.18077389,1,0.18077389,1,0.18077389,1,0.18077389,1,0.18077389
P_8705,W_2768,58,0.00711778830045967,0,58,0.00711779,58,0.00711779,58,0.00711779,58,0.00711779,58,0.00711779,58,0.00711779
P_87177,W_12140,642,0.0028058949289078163,0,642,0.00280589,642,0.00280589,642,0.00280589,642,0.00280589,642,0.00280589,642,0.00280589
P_87213,W_83873,7,0.017595014923916946,1,26,0.00889538,28,0.00866644,27,0.00877667,24,0.00916248,24,0.00916248,21,0.00965851
P_87214,W_83873,128,0.003979675891272607,0,128,0.00397968,128,0.00397968,128,0.00397968,128,0.00397968,128,0.00397968,128,0.00397968
P_87392,W_4066,3,0.04870236991937526,1,29,0.02379816,1,0.10425793,1,0.10425793,29,0.02379816,1,0.10425793,1,0.10425793
P_87400,W_32058,122,0.013606499755899703,0,122,0.0136065,122,0.0136065,122,0.0136065,122,0.0136065,122,0.0136065,122,0.0136065
P_87404,W_7245,1,0.3566214086144506,7,6,0.14664218,1,0.51448138,1,0.52067437,6,0.14560052,1,0.54266765,1,0.53117776
P_87410,W_5958,4,0.060341381472225224,2,5,0.04113712,1,0.18236519,1,0.18236519,4,0.04633578,1,0.18236519,1,0.18236519
P_8749,W_3321,2,0.071643573463422,2,1,0.10925344,1,0.10925344,1,0.10925344,1,0.1094587,1,0.10925344,1,0.10925344
P_87492,W_4692,160,0.003006913942360473,0,160,0.00300691,160,0.00300691,160,0.00300691,160,0.00300691,160,0.00300691,160,0.00300691
P_87494,W_4692,145,0.0026672512269769817,0,145,0.00266725,145,0.00266725,145,0.00266725,145,0.00266725,145,0.00266725,145,0.00266725
P_87669,W_27579,1,0.11855678838584739,1,10,0.04355679,1,0.11855679,1,0.11855679,11,0.04279921,1,0.11855679,1,0.11855679
P_87847,W_7776,6,0.11177749638191647,5,1,0.31293424,1,0.4439411,1,0.4439411,1,0.31315407,1,0.4439411,1,0.4439411
P_87942,W_1376,214,0.00536265002009152,0,214,0.00536265,214,0.00536265,214,0.00536265,214,0.00536265,214,0.00536265,214,0.00536265
P_87979,W_31383,108,0.018178823953679677,0,108,0.01817882,108,0.01817882,108,0.01817882,108,0.01817882,108,0.01817882,108,0.01817882
P_87980,W_69970,3,0.050848434673899455,1,28,0.02604685,15,0.02862621,15,0.02862621,29,0.02594422,9,0.03232992,9,0.03232992
P_87989,W_13875,34,0.004453316792553182,0,34,0.00445332,34,0.00445332,34,0.00445332,34,0.00445332,34,0.00445332,34,0.00445332
P_87991,W_63854,16,0.01533718036166772,1,27,0.01321527,30,0.01290662,30,0.01290662,28,0.01310504,30,0.01290662,30,0.01290662
P_8807,W_1033,76,0.00863406585488746,0,76,0.00863407,76,0.00863407,76,0.00863407,76,0.00863407,76,0.00863407,76,0.00863407
P_88127,W_6031,38,0.014724957931843334,0,38,0.01472496,38,0.01472496,38,0.01472496,38,0.01472496,38,0.01472496,38,0.01472496
P_88128,W_1412,926,0.0017227664340559576,0,926,0.00172277,926,0.00172277,926,0.00172277,926,0.00172277,926,0.00172277,926,0.00172277
P_882,W_882,13,0.029489694242452794,2,8,0.03905166,2,0.07446833,2,0.07446833,7,0.04053976,1,0.12863499,1,0.12863499
P_88203,W_17671,52,0.007418534546460819,0,52,0.00741853,52,0.00741853,52,0.00741853,52,0.00741853,52,0.00741853,52,0.00741853
P_88239,W_68472,41,0.011711038396187463,0,41,0.01171104,41,0.01171104,41,0.01171104,41,0.01171104,41,0.01171104,41,0.01171104
P_8824,W_8824,3,0.13505687343308795,4,1,0.35430291,2,0.21124735,2,0.21402513,1,0.35430291,1,0.30096957,1,0.30724408
P_88246,W_1792,32,0.02008169159912722,0,32,0.02008169,32,0.02008169,32,0.02008169,32,0.02008169,32,0.02008169,32,0.02008169
P_88295,W_63932,123,0.005794686072107566,0,123,0.00579469,123,0.00579469,123,0.00579469,123,0.00579469,123,0.00579469,123,0.00579469
P_8850,W_8850,12,0.02736257570385518,1,1,0.10375146,1,0.10375146,1,0.10375146,1,0.10375146,1,0.10375146,1,0.10375146
P_88509,W_88508,104,0.005371885995849346,0,104,0.00537189,104,0.00537189,104,0.00537189,104,0.00537189,104,0.00537189,104,0.00537189
P_88510,W_88508,9,0.01597824160806986,1,21,0.01068724,1,0.09005232,1,0.09005232,21,0.01068724,1,0.09005232,1,0.09005232
P_88511,W_88508,59,0.005381304778654463,0,59,0.0053813,59,0.0053813,59,0.0053813,59,0.0053813,59,0.0053813,59,0.0053813
P_88512,W_88508,33,0.009146919086830395,0,33,0.00914692,33,0.00914692,33,0.00914692,33,0.00914692,33,0.00914692,33,0.00914692
P_88513,W_88508,104,0.010623538288605792,0,104,0.01062354,104,0.01062354,104,0.01062354,104,0.01062354,104,0.01062354,104,0.01062354
P_8853,W_8850,6,0.03050647785426532,1,1,0.09995092,1,0.09995092,1,0.09995092,1,0.09995092,1,0.09995092,1,0.09995092
P_88556,W_6859,2067,0.0011542627792794694,0,2067,0.00115426,2067,0.00115426,2067,0.00115426,2067,0.00115426,2067,0.00115426,2067,0.00115426
P_88611,W_199,1,0.30559761216814724,5,1,0.37559264,1,0.38952798,1,0.38952798,1,0.37559264,1,0.41700051,1,0.41700051
P_88700,W_199,1,0.1451955812567239,2,3,0.09368043,7,0.07376701,7,0.07376701,3,0.0924178,7,0.07654479,7,0.07654479
P_8872,W_8872,1,0.28937377692342364,4,1,0.266258,1,0.3113518,1,0.3113518,1,0.29403578,1,0.35897085,1,0.35897085
P_88775,W_11779,332,0.003153859925094741,0,332,0.00315386,332,0.00315386,332,0.00315386,332,0.00315386,332,0.00315386,332,0.00315386
P_88777,W_11779,768,0.0023609466085043563,0,768,0.00236095,768,0.00236095,768,0.00236095,768,0.00236095,768,0.00236095,768,0.00236095
P_88779,W_2968,88,0.0050988858235484135,0,88,0.00509889,88,0.00509889,88,0.00509889,88,0.00509889,88,0.00509889,88,0.00509889
P_88793,W_30235,23,0.02267785092521019,2,17,0.02342244,7,0.03234831,8,0.03046339,17,0.02342244,5,0.04961022,5,0.0472954
P_88797,W_1376,1,0.3414806029905266,8,1,0.34092276,1,0.41339504,1,0.5122951,1,0.32587646,1,0.39396422,1,0.49228395
P_88847,W_3099,227,0.0036818345233014475,0,227,0.00368183,227,0.00368183,227,0.00368183,227,0.00368183,227,0.00368183,227,0.00368183
P_8887,W_8872,2,0.10990991572991897,2,19,0.03820892,1,0.12657658,1,0.12657658,19,0.03820892,1,0.13768769,1,0.13768769
P_88876,W_4690,6,0.037226807625560555,2,3,0.04599874,1,0.1761157,1,0.1761157,4,0.03905429,1,0.1761157,1,0.1761157
P_88877,W_4687,767,0.0030337755775061617,0,767,0.00303378,767,0.00303378,767,0.00303378,767,0.00303378,767,0.00303378,767,0.00303378
P_88879,W_4692,448,0.0020007201951305785,0,448,0.00200072,448,0.00200072,448,0.00200072,448,0.00200072,448,0.00200072,448,0.00200072
P_88886,W_10428,22,0.015653036657324912,1,2,0.05353182,1,0.09519849,1,0.09519849,2,0.05353182,1,0.09519849,1,0.09519849
P_88919,W_4700,96,0.005747855105889895,0,96,0.00574786,96,0.00574786,96,0.00574786,96,0.00574786,96,0.00574786,96,0.00574786
P_88933,W_679,1,0.30280431049679946,5,9,0.09238603,1,0.42353081,1,0.42353081,9,0.09172355,1,0.4374197,1,0.4374197
P_8895,W_26,1,0.24370925427322987,5,2,0.24665432,4,0.18253917,3,0.18393186,1,0.34533157,1,0.37658157,1,0.39857231
P_8897,W_246,6,0.06361091332810297,2,23,0.05142214,13,0.05573546,13,0.05573546,22,0.05158683,7,0.06162679,7,0.06162679
P_88972,W_13687,266,0.004391220413633716,0,266,0.00439122,266,0.00439122,266,0.00439122,266,0.00439122,266,0.00439122,266,0.00439122
P_89051,W_71473,31,0.021606865178306577,0,31,0.02160687,31,0.02160687,31,0.02160687,31,0.02160687,31,0.02160687,31,0.02160687
P_89052,W_50379,82,0.0057368707596138725,0,82,0.00573687,82,0.00573687,82,0.00573687,82,0.00573687,82,0.00573687,82,0.00573687
P_89060,W_11859,229,0.002623505585419432,0,229,0.00262351,229,0.00262351,229,0.00262351,229,0.00262351,229,0.00262351,229,0.00262351
P_89064,W_70887,212,0.005112586864909109,0,212,0.00511259,212,0.00511259,212,0.00511259,212,0.00511259,212,0.00511259,212,0.00511259
P_89066,W_11833,20,0.006319222320914375,1,2,0.04381922,5,0.01881922,5,0.01881922,2,0.04381922,5,0.01881922,5,0.01881922
P_89067,W_11819,106,0.0051611272037746,0,106,0.00516113,106,0.00516113,106,0.00516113,106,0.00516113,106,0.00516113,106,0.00516113
P_89098,W_22556,1,0.47592278880259165,6,5,0.21353454,2,0.22823185,2,0.22823185,5,0.21481168,1,0.32514463,1,0.32514463
P_89123,W_6403,200,0.0022991232444386908,0,200,0.00229912,200,0.00229912,200,0.00229912,200,0.00229912,200,0.00229912,200,0.00229912
P_89152,W_20257,38,0.005316515922090349,0,38,0.00531652,38,0.00531652,38,0.00531652,38,0.00531652,38,0.00531652,38,0.00531652
P_89468,W_61921,698,0.0013241224498853653,0,698,0.00132412,698,0.00132412,698,0.00132412,698,0.00132412,698,0.00132412,698,0.00132412
P_89526,W_2930,1,0.19917741779576184,5,1,0.28453897,1,0.40576913,1,0.40576913,1,0.27184056,1,0.4474358,1,0.4474358
P_89534,W_817,23,0.02831786262311979,2,1,0.14413912,3,0.05672082,3,0.05617616,1,0.18580579,2,0.07469467,2,0.07469467
P_89645,W_3203,16,0.05640592657571344,3,4,0.08557586,10,0.06012747,10,0.06012747,4,0.09807586,13,0.06173081,13,0.06173081
P_89662,W_11850,11,0.013613563050845994,1,2,0.04770447,2,0.04770447,2,0.04770447,1,0.08937114,2,0.04770447,2,0.04770447
P_89777,W_5319,2037,0.0006184311184484596,0,2037,0.00061843,2037,0.00061843,2037,0.00061843,2037,0.00061843,2037,0.00061843,2037,0.00061843
P_89895,W_932,90,0.017449460648890885,0,90,0.01744946,90,0.01744946,90,0.01744946,90,0.01744946,90,0.01744946,90,0.01744946
P_9001,W_8213,28,0.025367161743206967,1,15,0.02794653,15,0.02794653,16,0.0275993,15,0.02794653,3,0.05016875,3,0.05016875
P_9004,W_9004,1,0.37113766882769794,6,4,0.13983048,1,0.47204556,1,0.47482334,3,0.14121937,1,0.47085508,1,0.47829556
P_9006,W_9006,353,0.003667894368144416,0,353,0.00366789,353,0.00366789,353,0.00366789,353,0.00366789,353,0.00366789,353,0.00366789
P_90418,W_21013,5,0.07224405659900174,3,7,0.0524286,1,0.13196628,1,0.13196628,9,0.0497831,1,0.16123215,1,0.16123215
P_90446,W_20185,51,0.008807051441772197,0,51,0.00880705,51,0.00880705,51,0.00880705,51,0.00880705,51,0.00880705,51,0.00880705
P_90620,W_14662,1,0.28785927810890716,6,10,0.10084558,1,0.51563706,1,0.51563706,9,0.10251709,1,0.51563706,1,0.51563706
P_90940,W_20185,752,0.0021921898942509383,0,752,0.00219219,752,0.00219219,752,0.00219219,752,0.00219219,752,0.00219219,752,0.00219219
P_91000,W_9271,2,0.12156853914476688,5,1,0.25871728,1,0.23170679,1,0.22273243,1,0.25676021,1,0.26390307,1,0.26427009
P_9112,W_2855,4,0.12998695937272994,5,3,0.16528438,8,0.11161575,8,0.11350969,2,0.19544311,9,0.09893801,10,0.09845968
P_91140,W_13440,2,0.08817874599171328,2,12,0.04327134,1,0.19466023,1,0.19466023,11,0.04350583,1,0.16688245,1,0.16688245
P_9128,W_9128,2,0.29917923196725077,5,1,0.36199188,1,0.37794332,1,0.37794332,1,0.3945496,1,0.39770617,1,0.39187866
P_91280,W_43012,318,0.0025740540924970834,0,318,0.00257405,318,0.00257405,318,0.00257405,318,0.00257405,318,0.00257405,318,0.00257405
P_9129,W_9128,1,0.3115982122089495,5,1,0.292031,1,0.42811405,1,0.42811405,1,0.29334604,1,0.42811405,1,0.42811405
P_91301,W_8673,1,0.807120005812998,10,1,0.81373376,1,0.79014971,1,0.79014971,1,0.82299302,1,0.80887265,1,0.80887265
P_91305,W_2427,86,0.003910399511568556,0,86,0.0039104,86,0.0039104,86,0.0039104,86,0.0039104,86,0.0039104,86,0.0039104
P_9131,W_9131,264,0.002219138014948363,0,264,0.00221914,264,0.00221914,264,0.00221914,264,0.00221914,264,0.00221914,264,0.00221914
P_9133,W_9133,1,0.7207619226012523,9,8,0.21222454,1,0.6943069,1,0.72654896,8,0.21706784,1,0.69877118,1,0.72654896
P_91376,W_7489,3,0.04508699279824926,2,1,0.11275081,1,0.17756563,1,0.17756563,1,0.14978785,1,0.17756563,1,0.17756563
P_91377,W_11841,4,0.05783508501613404,1,12,0.0439462,6,0.05089064,6,0.05089064,12,0.0439462,5,0.05366842,5,0.05366842
P_9146,W_2768,1,0.35304079511845493,6,1,0.33687918,5,0.16793377,5,0.16793377,1,0.34037186,3,0.22663387,3,0.22663387
P_91503,W_6715,17,0.030573724331657285,1,3,0.05344954,1,0.1090051,1,0.1090051,3,0.05344954,1,0.1090051,1,0.1090051
P_91508,W_30678,3,0.05853322323674572,2,1,0.1822706,1,0.1822706,1,0.1822706,1,0.1822706,1,0.1822706,1,0.1822706
P_91541,W_32408,21,0.011131460656587967,1,7,0.01906797,22,0.01095109,23,0.0107864,3,0.03494098,7,0.01906797,7,0.01906797
P_91546,W_7279,349,0.006255067781545349,0,349,0.00625507,349,0.00625507,349,0.00625507,349,0.00625507,349,0.00625507,349,0.00625507
P_9158,W_9158,1192,0.0019309729951672127,0,1192,0.00193097,1192,0.00193097,1192,0.00193097,1192,0.00193097,1192,0.00193097,1192,0.00193097
P_9170,W_4816,78,0.0074474524761192476,0,78,0.00744745,78,0.00744745,78,0.00744745,78,0.00744745,78,0.00744745,78,0.00744745
P_9171,W_1353,98,0.007448737421016664,0,98,0.00744874,98,0.00744874,98,0.00744874,98,0.00744874,98,0.00744874,98,0.00744874
P_91727,W_34728,70,0.010833635215469465,0,70,0.01083364,70,0.01083364,70,0.01083364,70,0.01083364,70,0.01083364,70,0.01083364
P_9175,W_243,55,0.01083610508162214,0,55,0.01083611,55,0.01083611,55,0.01083611,55,0.01083611,55,0.01083611,55,0.01083611
P_91752,W_29045,66,0.006369235785578427,0,66,0.00636924,66,0.00636924,66,0.00636924,66,0.00636924,66,0.00636924,66,0.00636924
P_91755,W_70887,10,0.010215320404184805,1,23,0.00550518,2,0.04354865,2,0.04354865,23,0.00550518,12,0.00882643,12,0.00882643
P_91786,W_91786,2,0.05966158770751048,1,10,0.02632825,1,0.10132825,1,0.10132825,5,0.03466159,1,0.10132825,1,0.10132825
P_91788,W_91786,3,0.14750623775831354,5,8,0.11995179,1,0.29906742,1,0.31675088,8,0.11716342,1,0.37433635,1,0.38145886
